chembl_id,pref_name,synonyms
CHEMBL1075033,Calcium dependent protein kinase,Calcium dependent protein kinase
CHEMBL5832,Cathepsin B-like cysteine protease,Cathepsin B-like cysteine protease
CHEMBL5833,"Farnesyl synthetase, putative",Solanesyl diphosphate synthase
CHEMBL5834,"Triosephosphate isomerase, glycosomal","Triosephosphate isomerase, glycosomal"
CHEMBL1075034,Thymidine kinase,Thymidine kinase
CHEMBL1075035,Beta-hexosaminidase,Beta-hexosaminidase
CHEMBL1075037,Coagulase/fibrinolysin,Coagulase/fibrinolysin
CHEMBL5835,Tyrosine-protein phosphatase yopH,Tyrosine-protein phosphatase YopH
CHEMBL615072,Acanthamoeba lenticulata,
CHEMBL615073,Acanthamoeba lugdunensis,
CHEMBL615074,Aspergillus versicolor,
CHEMBL615075,Bacillus mycoides,
CHEMBL615076,Botryosphaeria berengeriana,
CHEMBL615077,Citrobacter amalonaticus,
CHEMBL615078,Cochliobolus australiensis,
CHEMBL615079,Cylindrotheca closterium,
CHEMBL615080,Delftia acidovorans,
CHEMBL615081,Erwinia,
CHEMBL615082,Exanthemachrysis gayraliae,
CHEMBL615083,Exophiala spinifera,
CHEMBL615084,Fowl plague virus,
CHEMBL615085,Fusarium proliferatum,
CHEMBL615086,Human coxsackievirus A9,
CHEMBL615087,Human papillomavirus - 16,
CHEMBL615088,Lactobacillus sp.,
CHEMBL615089,Macaca arctoides,
CHEMBL615090,Passalora fulva,
CHEMBL615091,Penicillium roqueforti,
CHEMBL615092,Pleurochrysis roscoffensis,
CHEMBL615093,Polaribacter irgensii,
CHEMBL615094,Pseudoalteromonas elyakovii,
CHEMBL615095,Sargassum muticum,
CHEMBL615096,Scedosporium apiospermum,
CHEMBL615097,Staphylococcus cohnii,
CHEMBL615098,Syncephalastrum racemosum,
CHEMBL615099,Trichophyton erinacei,
CHEMBL615100,Ulva intestinalis,
CHEMBL615101,Vibrio aestuarianus,
CHEMBL615102,Xanthomonas axonopodis,
CHEMBL1075109,Anthranilate synthase component 1,Anthranilate synthase component 1
CHEMBL1075110,Sterol 14-alpha demethylase,Sterol 14-alpha demethylase
CHEMBL1075111,Bombesin receptor subtype-3,Bombesin receptor subtype-3
CHEMBL1075112,G protein-coupled receptor 44,Prostaglandin D2 receptor 2
CHEMBL1075113,Toll-like receptor 3,Toll-like receptor 3
CHEMBL1075115,Dual specificity tyrosine-phosphorylation-regulated kinase 4,Dual specificity tyrosine-phosphorylation-regulated kinase 4
CHEMBL1075116,DNA-binding protein inhibitor ID-1,DNA-binding protein inhibitor ID-1
CHEMBL1075117,Microtubule-associated protein tau,Microtubule-associated protein tau
CHEMBL1075118,"Fatty acid-binding protein, adipocyte","Fatty acid-binding protein, adipocyte"
CHEMBL1075119,Kinesin-like protein KIFC3,Kinesin-like protein KIFC3
CHEMBL1075120,Diacylglycerol kinase delta,Diacylglycerol kinase delta
CHEMBL1075121,Putative hydrolase RBBP9,Serine hydrolase RBBP9
CHEMBL1075125,Cytochrome P450 1A2,Cytochrome P450 1A2
CHEMBL1075126,Pyruvate kinase isozymes R/L,Pyruvate kinase PKLR
CHEMBL1075127,Baculoviral IAP repeat-containing protein 7,Baculoviral IAP repeat-containing protein 7
CHEMBL1075128,N1L,N1L
CHEMBL1075129,Cofilin-1,Cofilin-1
CHEMBL1075130,Thymidine kinase,Thymidine kinase
CHEMBL1075131,Lactase-phlorizin hydrolase,Lactase/phlorizin hydrolase
CHEMBL1075323,Endoplasmin,Endoplasmin
CHEMBL1075132,"Heat shock protein 75 kDa, mitochondrial","Heat shock protein 75 kDa, mitochondrial"
CHEMBL1075133,G protein-coupled receptor kinase 7,Rhodopsin kinase GRK7
CHEMBL1075134,Serine/threonine-protein kinase mTOR,Serine/threonine-protein kinase mTOR
CHEMBL1075135,Multidrug resistance protein 1a,Multidrug resistance protein 1a
CHEMBL1075137,Proteasome assembly chaperone 3,Proteasome assembly chaperone 3
CHEMBL1075138,Tyrosyl-DNA phosphodiesterase 1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL1075139,Ribosomal L1 domain-containing protein 1,Ribosomal L1 domain-containing protein 1
CHEMBL1075140,Bombesin receptor subtype-3,Bombesin receptor subtype-3
CHEMBL1075141,Nuclear factor erythroid 2-related factor 2,Nuclear factor erythroid 2-related factor 2
CHEMBL1075142,Microphthalmia-associated transcription factor,Microphthalmia-associated transcription factor
CHEMBL1075144,Neuromedin-U receptor 2,Neuromedin-U receptor 2
CHEMBL1075145,Transitional endoplasmic reticulum ATPase,Transitional endoplasmic reticulum ATPase
CHEMBL1075146,Pseudolysin,Elastase
CHEMBL1075156,Metacaspase,Metacaspase-3
CHEMBL1075157,Diacylglycerol kinase gamma,Diacylglycerol kinase gamma
CHEMBL1075148,Nuclear factor erythroid 2-related factor 2,Nuclear factor erythroid 2-related factor 2
CHEMBL1075149,Cystine/glutamate transporter,Cystine/glutamate transporter
CHEMBL1075150,Peroxisome proliferator activated receptor alpha,Peroxisome proliferator-activated receptor alpha
CHEMBL1075151,Phospho-N-acetylmuramoyl-pentapeptide-transferase,Phospho-N-acetylmuramoyl-pentapeptide-transferase
CHEMBL1075152,Glucokinase regulatory protein,Glucokinase regulatory protein
CHEMBL1075153,Tumor necrosis factor receptor superfamily member 10B,Tumor necrosis factor receptor superfamily member 10B
CHEMBL1075154,Sorbitol dehydrogenase,Sorbitol dehydrogenase
CHEMBL1075155,Serine/threonine-protein kinase 38,Serine/threonine-protein kinase 38
CHEMBL1075158,Testosterone 17-beta-dehydrogenase 3,17-beta-hydroxysteroid dehydrogenase type 3
CHEMBL1075159,Beta-lactamase,Beta-lactamase
CHEMBL1075160,Dihydropyrimidinase-related protein 2,Dihydropyrimidinase-related protein 2
CHEMBL1075161,5'-AMP-activated protein kinase catalytic subunit alpha-1,5'-AMP-activated protein kinase catalytic subunit alpha-1
CHEMBL1075162,Uracil nucleotide/cysteinyl leukotriene receptor,Uracil nucleotide/cysteinyl leukotriene receptor
CHEMBL1075163,Serine/threonine-protein kinase haspin,Serine/threonine-protein kinase haspin
CHEMBL1075164,DNA topoisomerase 1,DNA topoisomerase 1
CHEMBL1075165,Phosphatidylinositol 3-kinase catalytic subunit type 3,Phosphatidylinositol 3-kinase catalytic subunit type 3
CHEMBL1075166,Beta-adrenergic receptor kinase 2,Beta-adrenergic receptor kinase 2
CHEMBL1075167,Homeodomain-interacting protein kinase 4,Homeodomain-interacting protein kinase 4
CHEMBL1075168,Glutamate decarboxylase,Glutamate decarboxylase
CHEMBL1075169,Protein tyrosine phosphatase type IVA 1,Protein tyrosine phosphatase type IVA 1
CHEMBL1075170,Glutathione reductase homolog,Mycothione reductase
CHEMBL1075171,"Glycerol-3-phosphate dehydrogenase [NAD+], cytoplasmic","Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
CHEMBL1075172,C-X-C chemokine receptor type 3,C-X-C chemokine receptor type 3
CHEMBL1075183,Potassium channel subfamily K member 2,Potassium channel subfamily K member 2
CHEMBL1075184,Proto-oncogene serine/threonine-protein kinase mos,Proto-oncogene serine/threonine-protein kinase mos
CHEMBL1075173,Serine/threonine-protein kinase WNK1,Serine/threonine-protein kinase WNK1
CHEMBL1075174,Beta-lactamase SHV-5,Beta-lactamase SHV-5
CHEMBL1075175,72 kDa type IV collagenase,72 kDa type IV collagenase
CHEMBL1075176,Isochorismate synthase entC,Isochorismate synthase EntC
CHEMBL1075177,"6,7-dimethyl-8-ribityllumazine synthase","6,7-dimethyl-8-ribityllumazine synthase"
CHEMBL1075178,Neuromedin-U receptor 1,Neuromedin-U receptor 1
CHEMBL1075179,Seminal ribonuclease,Seminal ribonuclease
CHEMBL1075180,CD81 antigen,CD81 antigen
CHEMBL1075181,Pyridoxal kinase,Pyridoxal kinase
CHEMBL1075182,Bcl-2-like protein 1,Bcl-2-like protein 1
CHEMBL1075185,Caspase-3,Caspase-3
CHEMBL1075196,Kinesin-like protein KIF3C,Kinesin-like protein KIF3C
CHEMBL1075186,CXC chemokine receptor 3,C-X-C chemokine receptor type 3
CHEMBL1075187,Diacylglycerol kinase epsilon,Diacylglycerol kinase epsilon
CHEMBL1075188,Integrin alpha-L,Integrin alpha-L
CHEMBL1075189,Pyruvate kinase isozymes M1/M2,Pyruvate kinase PKM
CHEMBL1075190,L-asparaginase,L-asparaginase
CHEMBL1075191,Dynamin-1,Dynamin-1
CHEMBL1075192,Succinyl-diaminopimelate desuccinylase,Succinyl-diaminopimelate desuccinylase
CHEMBL1075193,Metacaspase,Metacaspase-2
CHEMBL1075194,C-X-C chemokine receptor type 3,C-X-C chemokine receptor type 3
CHEMBL1075195,Serine/threonine-protein kinase TAO2,Serine/threonine-protein kinase TAO2
CHEMBL1075197,Sphingosine kinase 2,"RCG53912, isoform CRA_a"
CHEMBL1075092,Glycine receptor subunit alpha-3,Glycine receptor subunit alpha-3
CHEMBL1075093,Farnesyl pyrophosphate synthase,Farnesyl pyrophosphate synthase
CHEMBL1075094,Nuclear factor erythroid 2-related factor 2,Nuclear factor erythroid 2-related factor 2
CHEMBL1075095,"Acetolactate synthase catalytic subunit, mitochondrial","Acetolactate synthase catalytic subunit, mitochondrial"
CHEMBL1075096,UDP-galactofuranosyl transferase GlfT2,Galactofuranosyltransferase GlfT2
CHEMBL1075097,Arginase-1,Arginase-1
CHEMBL1075098,Insulin-like growth factor 1 receptor,Insulin-like growth factor 1 receptor
CHEMBL1075099,Aminodeoxychorismate lyase,Aminodeoxychorismate lyase
CHEMBL1075100,Sialidase,Sialidase
CHEMBL1075101,G-protein coupled receptor 81,Hydroxycarboxylic acid receptor 1
CHEMBL1075102,Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit alpha,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha
CHEMBL1075103,"ATP synthase subunit beta, mitochondrial","ATP synthase subunit beta, mitochondrial"
CHEMBL1075104,Leucine-rich repeat serine/threonine-protein kinase 2,Leucine-rich repeat serine/threonine-protein kinase 2
CHEMBL1075105,Protein tyrosine phosphatase type IVA 2,Protein tyrosine phosphatase type IVA 2
CHEMBL1075106,Toll-like receptor 2,Toll-like receptor 2
CHEMBL1075107,Sphingosine kinase 1,Sphingosine kinase 1
CHEMBL1075108,Solute carrier family 12 member 5,Solute carrier family 12 member 5
CHEMBL1075312,"6-phosphofructokinase, muscle type","ATP-dependent 6-phosphofructokinase, muscle type"
CHEMBL1075313,Hemagglutinin,Hemagglutinin
CHEMBL1075314,Vitronectin,Vitronectin
CHEMBL1075315,C-X-C chemokine receptor type 5,C-X-C chemokine receptor type 5
CHEMBL1075316,Extracellular calcium-sensing receptor,Extracellular calcium-sensing receptor
CHEMBL1075317,WD repeat-containing protein 5,WD repeat-containing protein 5
CHEMBL1075318,85 kDa calcium-independent phospholipase A2,85/88 kDa calcium-independent phospholipase A2
CHEMBL1075319,Transient receptor potential cation channel subfamily M member 8,Transient receptor potential cation channel subfamily M member 8
CHEMBL1075320,Nicotinate-nucleotide adenylyltransferase,Probable nicotinate-nucleotide adenylyltransferase
CHEMBL1075321,Glycogen synthase kinase-3 beta,Glycogen synthase kinase-3 beta
CHEMBL1075322,G-protein coupled receptor 55,G-protein coupled receptor 55
CHEMBL1075341,Streptococcus dysgalactiae,
CHEMBL1075342,Agrostis stolonifera,
CHEMBL1075343,Arthrobacter aurescens,
CHEMBL1075344,Aspergillus ficuum,
CHEMBL1075345,Brontispa longissima,
CHEMBL1075346,Entamoeba invadens,
CHEMBL1075347,Glomerella,
CHEMBL1075348,Helicoverpa armigera,
CHEMBL1075349,Kocuria rhizophila,
CHEMBL1075350,Kocuria sp. 10-4DEP,
CHEMBL1075351,Microdochium nivale,
CHEMBL1075352,Oceanobacillus iheyensis,
CHEMBL1075353,Ochrobactrum pseudogrignonense,
CHEMBL1075354,Parabodo caudatus,
CHEMBL1075355,Phytophthora sojae,
CHEMBL1075356,Pseudomonas agarici,
CHEMBL1075357,Pythium debaryanum,
CHEMBL1075358,Saprolegnia parasitica,
CHEMBL1075359,Stenotrophomonas,
CHEMBL1075360,Streptococcus minor,
CHEMBL1075361,Trichophyton longifusum,
CHEMBL1075362,Trypanosoma evansi,
CHEMBL1075363,Uromyces viciae-fabae,
CHEMBL1075364,Brucella suis,
CHEMBL1075381,22RV1,
CHEMBL1075382,23132-87,
CHEMBL1075383,639-V,
CHEMBL1075384,647-V,
CHEMBL1075385,769-P,
CHEMBL1075386,8305C,
CHEMBL1075387,8505C,
CHEMBL1075391,ABC-1,
CHEMBL1075392,AN3-CA,
CHEMBL1075393,AU565,
CHEMBL1075394,BCPAP,
CHEMBL1075395,BEN,
CHEMBL1075396,BFTC-905,
CHEMBL1075397,BFTC-909,
CHEMBL1075398,BHT-101,
CHEMBL1075399,BHY,
CHEMBL1075400,C-4-II,
CHEMBL1075401,C32,
CHEMBL1075402,C3A,
CHEMBL1075403,Ca-Ski,
CHEMBL1075404,Ca9-22,
CHEMBL1075405,CAL-120,
CHEMBL1075406,CAL-12T,
CHEMBL1075407,CAL-148,
CHEMBL1075408,CAL-27,
CHEMBL1075409,CAL-33,
CHEMBL1075410,CAL-39,
CHEMBL1075411,CAL-51,
CHEMBL1075412,CAL-54,
CHEMBL1075413,CAL-62,
CHEMBL1075414,CAL-72,
CHEMBL1075415,CAL-85-1,
CHEMBL1075416,CAMA-1,
CHEMBL1075417,Capan-2,
CHEMBL1075418,CaR-1,
CHEMBL1075419,CCF-STTG1,
CHEMBL1075421,ChaGo-K-1,
CHEMBL1075422,CHL-1,
CHEMBL1075423,CHP-212,
CHEMBL1075425,COLO-678,
CHEMBL1075426,COLO-679,
CHEMBL1075427,COLO-680N,
CHEMBL1075428,COLO-741,
CHEMBL1075429,COLO-792,
CHEMBL1075430,COLO-824,
CHEMBL1075431,COR-L105,
CHEMBL1075432,Detroit562,
CHEMBL1075433,DK-MG,
CHEMBL1075434,DMS-53,
CHEMBL1075435,DOK,
CHEMBL1075436,DoTc2-4510,
CHEMBL1075437,DV-90,
CHEMBL1075438,EFE-184,
CHEMBL1075439,EFM-19,
CHEMBL1075440,EFO-21,
CHEMBL1075441,EFO-27,
CHEMBL1075442,EGI-1,
CHEMBL1075443,EPLC-272H,
CHEMBL1075444,ESS-1,
CHEMBL1075445,FTC-133,
CHEMBL1075446,G-402,
CHEMBL1075447,GAMG,
CHEMBL1075448,GCT,
CHEMBL1075449,GMS-10,
CHEMBL1075450,GP5d,
CHEMBL1075451,H-EMC-SS,
CHEMBL1075452,H4,
CHEMBL1075453,HCC1143,
CHEMBL1075454,HCC1395,
CHEMBL1075455,HCC1419,
CHEMBL1075456,HCC1569,
CHEMBL1075457,HCC1806,
CHEMBL1075458,HCC1937,
CHEMBL1075459,HCC1954,
CHEMBL1075460,HCC38,
CHEMBL1075461,HCC70,
CHEMBL1075462,HEC-1,
CHEMBL1075463,HGC-27,
CHEMBL1075464,HLE,
CHEMBL1075465,HN,
CHEMBL1075466,HO-1-N-1,
CHEMBL1075467,HPAF-II,
CHEMBL1075468,HSC-2,
CHEMBL1075469,HSC-4,
CHEMBL1075470,HT-3,
CHEMBL1075471,HT55,
CHEMBL1075472,HTC-C3,
CHEMBL1075475,HuO-3N1,
CHEMBL1075476,HuO9,
CHEMBL1075477,HuP-T3,
CHEMBL1075478,HuP-T4,
CHEMBL1075479,IGR-1,
CHEMBL1075480,IPC-298,
CHEMBL1075481,KOSC-2,
CHEMBL1075482,KP-4,
CHEMBL1075483,KU-19-19,
CHEMBL1075484,KYSE-140,
CHEMBL1075485,KYSE-180,
CHEMBL1075486,KYSE-270,
CHEMBL1075487,KYSE-410,
CHEMBL1075488,KYSE-450,
CHEMBL1075489,LCLC-97TM1,
CHEMBL1075490,LK-2,
CHEMBL1075491,LN-405,
CHEMBL1075492,LU-135,
CHEMBL1075493,LU-99A,
CHEMBL1075494,M059J,
CHEMBL1075495,MC-IXC,
CHEMBL1075496,MDA-MB-157,
CHEMBL1075497,MDA-MB-175-VII,
CHEMBL1075498,MDA-MB-415,
CHEMBL1075499,ME-180,
CHEMBL1075500,MEL-HO,
CHEMBL1075501,MEL-JUSO,
CHEMBL1075502,MFE-280,
CHEMBL1075503,MFE-296,
CHEMBL1075504,MFM-223,
CHEMBL1075505,MHH-ES-1,
CHEMBL1075508,MOG-G-UVW,
CHEMBL1075509,MSTO-211H,
CHEMBL1075510,NB69,
CHEMBL1075511,NCCIT,
CHEMBL1075512,NCI-H1048,
CHEMBL1075513,NCI-H1437,
CHEMBL1075514,NCI-H1563,
CHEMBL1075515,NCI-H1573,
CHEMBL1075516,NCI-H1581,
CHEMBL1075517,NCI-H1623,
CHEMBL1075518,NCI-H1650,
CHEMBL1075519,NCI-H1651,
CHEMBL1075520,NCI-H1666,
CHEMBL1075521,NCI-H1693,
CHEMBL1075522,NCI-H1703,
CHEMBL1075523,NCI-H1734,
CHEMBL1075524,NCI-H1755,
CHEMBL1075525,NCI-H1792,
CHEMBL1075526,NCI-H1793,
CHEMBL1075527,NCI-H1993,
CHEMBL1075528,NCI-H2009,
CHEMBL1075529,NCI-H2029,
CHEMBL1075530,NCI-H2030,
CHEMBL1075531,NCI-H2052,
CHEMBL1075532,NCI-H2087,
CHEMBL1075533,NCI-H2122,
CHEMBL1075534,NCI-H2170,
CHEMBL1075535,NCI-H2196,
CHEMBL1075536,NCI-H2228,
CHEMBL1075537,NCI-H2342,
CHEMBL1075538,NCI-H2347,
CHEMBL1075539,NCI-H2405,
CHEMBL1075540,NCI-H2452,
CHEMBL1075541,NCI-H28,
CHEMBL1075542,NCI-H441,
CHEMBL1075543,NCI-H650,
CHEMBL1075544,NCI-H661,
CHEMBL1075545,NCI-H727,
CHEMBL1075546,NCI-H810,
CHEMBL1075547,NCI-H838,
CHEMBL1075551,NH-6,
CHEMBL1075552,NY,
CHEMBL1075553,OAW-28,
CHEMBL1075554,OAW-42,
CHEMBL1075555,OE19,
CHEMBL1075556,OE33,
CHEMBL1075557,PANC-03-27,
CHEMBL1075558,PANC-08-13,
CHEMBL1075560,PFSK-1,
CHEMBL1075561,PLC-PRF-5,
CHEMBL1075562,RCM-1,
CHEMBL1075563,RERF-LC-MS,
CHEMBL1075564,RMG-I,
CHEMBL1075565,RO82-W-1,
CHEMBL1075566,RPMI-2650,
CHEMBL1075567,RVH-421,
CHEMBL1075568,S-117,
CHEMBL1075569,SAS,
CHEMBL1075570,SCC-4,
CHEMBL1075571,SCC-9,
CHEMBL1075572,SCCH-26,
CHEMBL1075573,SCH,
CHEMBL1075574,SCLC-21H,
CHEMBL1075575,SJRH30,
CHEMBL1075576,SK-CO-1,
CHEMBL1075577,SK-MEL-30,
CHEMBL1075578,SK-N-AS,
CHEMBL1075579,SK-N-DZ,
CHEMBL1075580,SK-NEP-1,
CHEMBL1075581,SKG-IIIa,
CHEMBL1075582,SNG-M,
CHEMBL1075583,SNU-387,
CHEMBL1075584,SNU-423,
CHEMBL1075585,SNU-449,
CHEMBL1075586,SNU-475,
CHEMBL1075587,SW13,
CHEMBL1075588,SW1417,
CHEMBL1075589,SW1463,
CHEMBL1075590,SW1710,
CHEMBL1075591,SW1783,
CHEMBL1075592,SW1990,
CHEMBL1075593,SW626,
CHEMBL1075594,SW756,
CHEMBL1075595,SW780,
CHEMBL5224,Prenyltransferase homolog,Prenyltransferase homolog
CHEMBL5225,Penicillin-binding protein 3,"Peptidoglycan D,D-transpeptidase FtsI"
CHEMBL5226,Urotensin II receptor,Urotensin-2 receptor
CHEMBL5227,Hydroxysteroid 11-beta dehydrogenase 1,Hydroxysteroid 11-beta dehydrogenase 1
CHEMBL5228,"Pteridine reductase, putative","Pteridine reductase, putative"
CHEMBL5229,Dihydrofolate reductase-thymidylate synthase,Bifunctional dihydrofolate reductase-thymidylate synthase
CHEMBL5259,DNA polymerase alpha subunit B,DNA polymerase alpha subunit B
CHEMBL5260,Serine/threonine-protein kinase TNNI3K,Serine/threonine-protein kinase TNNI3K
CHEMBL5261,Serine/threonine-protein kinase TAO1,Serine/threonine-protein kinase TAO1
CHEMBL5262,Glucose-dependent insulinotropic receptor,Glucose-dependent insulinotropic receptor
CHEMBL5263,Glucose-dependent insulinotropic receptor,Glucose-dependent insulinotropic receptor
CHEMBL5264,Somatostatin receptor,Somatostatin receptor
CHEMBL5265,DNA topoisomerase 1,DNA topoisomerase 1
CHEMBL5266,G protein-regulated inducer of neurite outgrowth 1,G protein-regulated inducer of neurite outgrowth 1
CHEMBL5267,ADM2,Protein ADM2
CHEMBL5268,Sodium/hydrogen exchanger,Sodium/hydrogen exchanger
CHEMBL5269,Solute carrier family 22 member 20,Solute carrier family 22 member 20
CHEMBL5270,Dihydrofolate reductase,Dihydrofolate reductase
CHEMBL5271,NH(3)-dependent NAD(+) synthetase,NH(3)-dependent NAD(+) synthetase
CHEMBL5296,Genome polyprotein,Genome polyprotein
CHEMBL5297,Protease,Protease
CHEMBL5298,Glutamate racemase,Glutamate racemase
CHEMBL5299,Histamine receptor H3,Histamine receptor H3
CHEMBL5300,DNA topoisomerase,DNA topoisomerase
CHEMBL5301,Niemann-Pick C1-like 1 protein,Niemann-Pick C1-like 1 protein
CHEMBL5302,Niemann-Pick C1-like 1 protein,Niemann-Pick C1-like 1 protein
CHEMBL5303,PER-2 beta-lactamase,Beta-lactamase
CHEMBL5304,Vitamin D3 receptor,Vitamin D3 receptor
CHEMBL5305,Beta-lactamase ACC-4,Beta-lactamase
CHEMBL5306,Motilin receptor,Motilin receptor
CHEMBL5307,Growth hormone secretagogue receptor type 1,Growth hormone secretagogue receptor type 1
CHEMBL5308,Plasmid efflux fluoroquinolone,Fluoroquinolone efflux MFS transporter QepA1
CHEMBL5309,CMT-type beta lactamase,Beta-lactamase
CHEMBL5344,Botulinum neurotoxin type A,Botulinum neurotoxin type A
CHEMBL5345,DNA polymerase,DNA polymerase
CHEMBL5346,Tyrosinase,Tyrosinase
CHEMBL5347,Glucose-6-phosphate 1-dehydrogenase,Glucose-6-phosphate 1-dehydrogenase
CHEMBL5348,Chitinase B,Chitinase B
CHEMBL5349,High affinity immunoglobulin gamma Fc receptor I,High affinity immunoglobulin gamma Fc receptor I
CHEMBL5350,Bone morphogenetic protein 4,Bone morphogenetic protein 4
CHEMBL5351,Transcriptional activator protein luxR,Transcriptional activator protein LuxR
CHEMBL5352,Protective antigen,Protective antigen
CHEMBL5353,Acyl-CoA desaturase 1,Acyl-CoA desaturase 1
CHEMBL5354,"Aldehyde dehydrogenase, cytosolic 1","Aldehyde dehydrogenase, cytosolic 1"
CHEMBL5355,Lanosterol synthase,Lanosterol synthase ERG7
CHEMBL5356,Cycloartenol synthase,Cycloartenol synthase
CHEMBL5394,Trypanothione reductase,Trypanothione reductase
CHEMBL5395,Meiotic mRNA stability protein kinase SSN3,Meiotic mRNA stability protein kinase SSN3
CHEMBL5396,Calmodulin-sensitive adenylate cyclase,Calmodulin-sensitive adenylate cyclase
CHEMBL5397,Low molecular weight phosphotyrosine protein phosphatase,Low molecular weight phosphotyrosine protein phosphatase
CHEMBL5398,Hepatocyte nuclear factor 4-alpha,Hepatocyte nuclear factor 4-alpha
CHEMBL5399,Pituitary adenylate cyclase-activating polypeptide type I receptor,Pituitary adenylate cyclase-activating polypeptide type I receptor
CHEMBL5400,Aryl hydrocarbon receptor,Aryl hydrocarbon receptor
CHEMBL5401,Signal transducer and activator of transcription 6,Signal transducer and activator of transcription 6
CHEMBL5402,Signal transducer and activator of transcription 3,Signal transducer and activator of transcription 3
CHEMBL5403,Signal transducer and activator of transcription 5A,Signal transducer and activator of transcription 5A
CHEMBL5404,Serine/threonine-protein kinase tousled-like 2,Serine/threonine-protein kinase tousled-like 2
CHEMBL5405,Serine/threonine-protein kinase 32C,Serine/threonine-protein kinase 32C
CHEMBL5406,Histone-arginine methyltransferase CARM1,Histone-arginine methyltransferase CARM1
CHEMBL5426,Myosin light chain kinase family member 4,Myosin light chain kinase family member 4
CHEMBL5427,Homeodomain-interacting protein kinase 1,Homeodomain-interacting protein kinase 1
CHEMBL5428,Neutral cholesterol ester hydrolase 1,Neutral cholesterol ester hydrolase 1
CHEMBL5429,Ribosomal protein S6 kinase beta-1,Ribosomal protein S6 kinase beta-1
CHEMBL5430,Mu-opioid receptor,Mu-type opioid receptor
CHEMBL5431,Histidinol dehydrogenase,Histidinol dehydrogenase
CHEMBL5432,Mitogen-activated protein kinase kinase kinase kinase 3,Mitogen-activated protein kinase kinase kinase kinase 3
CHEMBL5433,Tryptophan 5-hydroxylase 2,Tryptophan 5-hydroxylase 2
CHEMBL5435,Serine/threonine-protein kinase ULK2,Serine/threonine-protein kinase ULK2
CHEMBL5436,Squalene epoxidase,Squalene monooxygenase
CHEMBL5437,Class A carbapenemase KPC-2,Beta-lactamase
CHEMBL5438,IMP-19,Beta-lactamase
CHEMBL5439,Beta-lactamase,Beta-lactamase
CHEMBL5440,Dehydrosqualene synthase,"4,4'-diapophytoene synthase"
CHEMBL5471,Beta-1 adrenergic receptor,Beta-1 adrenergic receptor
CHEMBL5472,Aromatic peroxygenase,Aromatic peroxygenase
CHEMBL5473,DNA polymerase I,Acyltransferase
CHEMBL5474,Galectin-9,Galectin-9
CHEMBL5475,Galectin-8,Galectin-8
CHEMBL5476,Bone morphogenetic protein receptor type-1B,Bone morphogenetic protein receptor type-1B
CHEMBL5477,Proteinase-activated receptor 3,Proteinase-activated receptor 3
CHEMBL5478,Na(+)/H(+) antiporter nhaA,Na(+)/H(+) antiporter NhaA
CHEMBL5479,Hepatocyte growth factor,Hepatocyte growth factor
CHEMBL5480,Perforin-1,Perforin-1
CHEMBL5481,"Phospholipase A2, membrane associated","Phospholipase A2, membrane associated"
CHEMBL5482,Beta-lactamase OXA-10,Beta-lactamase OXA-10
CHEMBL5483,Insulin receptor-related protein,Insulin receptor-related protein
CHEMBL5484,Glycylpeptide N-tetradecanoyltransferase,Glycylpeptide N-tetradecanoyltransferase
CHEMBL5485,D-amino-acid oxidase,D-amino-acid oxidase
CHEMBL5486,Insulin receptor,Insulin receptor
CHEMBL5513,Signal transducer and activator of transcription 5A,Signal transducer and activator of transcription 5A
CHEMBL5514,Huntingtin,Huntingtin
CHEMBL5515,Protein kinase C-like 1,Protein kinase C-like 1
CHEMBL5516,Monoacylglycerol lipase ABHD12,Lysophosphatidylserine lipase ABHD12
CHEMBL5517,Secreted frizzled-related protein 1,Secreted frizzled-related protein 1
CHEMBL5518,Misshapen-like kinase 1,Misshapen-like kinase 1
CHEMBL5519,Serine/threonine-protein kinase DCLK2,Serine/threonine-protein kinase DCLK2
CHEMBL5520,Casein kinase I isoform alpha-like,Casein kinase I isoform alpha-like
CHEMBL5521,Sn1-specific diacylglycerol lipase beta,Diacylglycerol lipase-beta
CHEMBL5522,Transient receptor potential cation channel subfamily V member 3,Transient receptor potential cation channel subfamily V member 3
CHEMBL5546,Myosin IIIA,Myosin-IIIa
CHEMBL5547,Ankyrin repeat and protein kinase domain-containing protein 1,Ankyrin repeat and protein kinase domain-containing protein 1
CHEMBL5548,Prokineticin receptor 2,Prokineticin receptor 2
CHEMBL5549,Tubulin--tyrosine ligase,Tubulin--tyrosine ligase
CHEMBL5550,"Chaperone activity of bc1 complex-like, mitochondrial","Atypical kinase COQ8A, mitochondrial"
CHEMBL5551,Sodium/nucleoside cotransporter 1,Sodium/nucleoside cotransporter 1
CHEMBL5552,Serine/threonine-protein kinase 25,Serine/threonine-protein kinase 25
CHEMBL5553,ATP-dependent RNA helicase DDX3X,ATP-dependent RNA helicase DDX3X
CHEMBL5554,Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta
CHEMBL5555,Acyl-CoA desaturase,Stearoyl-CoA desaturase
